SOUTH FLORIDA WATER MANAGEMENT DISTRICT
NEXRAD QUERY RESULTS
Radar Rainfall in Inches

POLYGON, DATE, TIME, VALUE, FREQUENCY, QUALITY
SHINGLE CREEK, 09/28/2022, 0700,   0.103, H, NRT
SHINGLE CREEK, 09/28/2022, 0800,   0.116, H, NRT
SHINGLE CREEK, 09/28/2022, 0900,   0.081, H, NRT
SHINGLE CREEK, 09/28/2022, 1000,   0.081, H, NRT
SHINGLE CREEK, 09/28/2022, 1100,   0.021, H, NRT
SHINGLE CREEK, 09/28/2022, 1200,   0.003, H, NRT
SHINGLE CREEK, 09/28/2022, 1300,   0.078, H, NRT
SHINGLE CREEK, 09/28/2022, 1400,   0.109, H, NRT
SHINGLE CREEK, 09/28/2022, 1500,   0.653, H, NRT
SHINGLE CREEK, 09/28/2022, 1600,   0.322, H, NRT
SHINGLE CREEK, 09/28/2022, 1700,   0.105, H, NRT
SHINGLE CREEK, 09/28/2022, 1800,   0.243, H, NRT
SHINGLE CREEK, 09/28/2022, 1900,   1.237, H, NRT
SHINGLE CREEK, 09/28/2022, 2000,   0.831, H, NRT
SHINGLE CREEK, 09/28/2022, 2100,   0.629, H, NRT
SHINGLE CREEK, 09/28/2022, 2200,   1.041, H, NRT
SHINGLE CREEK, 09/28/2022, 2300,   0.904, H, NRT
SHINGLE CREEK, 09/29/2022, 0000,   0.691, H, NRT
SHINGLE CREEK, 09/29/2022, 0100,   1.664, H, NRT
SHINGLE CREEK, 09/29/2022, 0200,   1.047, H, NRT
SHINGLE CREEK, 09/29/2022, 0300,   0.616, H, NRT
SHINGLE CREEK, 09/29/2022, 0400,   0.350, H, NRT
SHINGLE CREEK, 09/29/2022, 0500,   0.050, H, NRT
SHINGLE CREEK, 09/29/2022, 0600,   0.008, H, NRT
SHINGLE CREEK, 09/29/2022, 0700,   0.055, H, NRT
SHINGLE CREEK, 09/29/2022, 0800,   0.123, H, NRT
SHINGLE CREEK, 09/29/2022, 0900,   0.176, H, NRT
SHINGLE CREEK, 09/29/2022, 1000,   0.122, H, NRT
SHINGLE CREEK, 09/29/2022, 1100,   0.034, H, NRT
SHINGLE CREEK, 09/29/2022, 1200,   0.019, H, NRT
SHINGLE CREEK, 09/29/2022, 1300,   0.000, H, NRT
SHINGLE CREEK, 09/29/2022, 1400,   0.000, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0000,   0.041, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0100,   0.037, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0200,   0.016, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0300,   0.042, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0400,   0.014, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0500,   0.011, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0600,   0.009, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0700,   0.000, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0800,   0.000, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 0900,   0.002, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 1200,   0.047, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 1300,   0.029, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 1500,   0.058, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 1600,   0.028, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 1900,   0.000, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 2000,   0.002, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 2100,   0.001, H, NRT
SOUTH BISCAYNE BAY, 09/28/2022, 2300,   0.001, H, NRT
SOUTH BISCAYNE BAY, 10/01/2022, 1700,   0.000, H, NRT
SOUTH BISCAYNE BAY, 10/01/2022, 1800,   0.001, H, NRT
SOUTH BISCAYNE BAY, 10/01/2022, 1900,   0.004, H, NRT
SOUTH BISCAYNE BAY, 10/01/2022, 2000,   0.008, H, NRT
SOUTH BISCAYNE BAY, 10/01/2022, 2100,   0.011, H, NRT
SOUTH BISCAYNE BAY, 10/01/2022, 2200,   0.013, H, NRT
SOUTH BISCAYNE BAY, 10/01/2022, 2300,   0.006, H, NRT
SOUTH BISCAYNE BAY, 10/02/2022, 0000,   0.001, H, NRT
SOUTH BISCAYNE BAY, 10/02/2022, 0100,   0.001, H, NRT
SOUTH BISCAYNE BAY, 10/02/2022, 0200,   0.007, H, NRT
SOUTH BISCAYNE BAY, 10/02/2022, 0300,   0.003, H, NRT
SOUTH BISCAYNE BAY, 10/02/2022, 0400,   0.005, H, NRT
SOUTH BISCAYNE BAY, 10/02/2022, 0500,   0.000, H, NRT
SOUTH BISCAYNE BAY, 10/02/2022, 0600,   0.000, H, NRT
SOUTH BISCAYNE BAY, 10/02/2022, 0700,   0.000, H, NRT
SOUTH COASTAL, 09/28/2022, 0000,   0.002, H, NRT
SOUTH COASTAL, 09/28/2022, 0100,   0.034, H, NRT
SOUTH COASTAL, 09/28/2022, 0200,   0.156, H, NRT
SOUTH COASTAL, 09/28/2022, 0300,   0.066, H, NRT
SOUTH COASTAL, 09/28/2022, 0400,   0.032, H, NRT
SOUTH COASTAL, 09/28/2022, 0500,   0.489, H, NRT
SOUTH COASTAL, 09/28/2022, 0600,   0.438, H, NRT
SOUTH COASTAL, 09/28/2022, 0700,   0.088, H, NRT
SOUTH COASTAL, 09/28/2022, 0800,   0.180, H, NRT
SOUTH COASTAL, 09/28/2022, 0900,   0.000, H, NRT
SOUTH COASTAL, 09/28/2022, 1000,   0.027, H, NRT
SOUTH COASTAL, 09/28/2022, 1100,   0.083, H, NRT
SOUTH COASTAL, 09/28/2022, 1300,   0.010, H, NRT
SOUTH FORK, 09/28/2022, 0000,   0.006, H, NRT
SOUTH FORK, 09/28/2022, 0100,   0.143, H, NRT
SOUTH FORK, 09/28/2022, 0200,   0.236, H, NRT
SOUTH FORK, 09/28/2022, 0300,   0.250, H, NRT
SOUTH FORK, 09/28/2022, 0400,   0.051, H, NRT
SOUTH FORK, 09/28/2022, 0500,   0.669, H, NRT
SOUTH FORK, 09/28/2022, 0600,   0.660, H, NRT
SOUTH FORK, 09/28/2022, 0700,   0.125, H, NRT
SOUTH FORK, 09/28/2022, 0800,   0.033, H, NRT
SOUTH FORK, 09/28/2022, 0900,   0.028, H, NRT
SOUTH FORK, 09/28/2022, 1000,   0.029, H, NRT
SOUTH FORK, 09/28/2022, 1100,   0.015, H, NRT
SOUTH FORK, 09/28/2022, 1200,   0.001, H, NRT
SOUTH FORK, 09/28/2022, 1300,   0.050, H, NRT
SOUTH FORK, 09/28/2022, 1400,   0.000, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0100,   0.102, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0200,   0.589, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0300,   0.012, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0400,   0.028, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0500,   0.415, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0600,   0.264, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0700,   0.140, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0800,   0.052, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0900,   0.010, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 1000,   0.124, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 1200,   0.001, H, NRT
SOUTH LOXAHATCHEE ESTUARINE, 09/28/2022, 1600,   0.040, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0000,   0.010, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0100,   0.030, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0200,   0.118, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0300,   0.308, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0400,   0.045, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0500,   0.351, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0600,   0.546, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0700,   0.106, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0800,   0.161, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 0900,   0.000, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 1000,   0.005, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 1100,   0.104, H, NRT
SOUTH MID- ESTUARY, 09/28/2022, 1300,   0.026, H, NRT
SOUTH SHORE, 09/28/2022, 0000,   0.243, H, NRT
SOUTH SHORE, 09/28/2022, 0100,   0.209, H, NRT
SOUTH SHORE, 09/28/2022, 0200,   0.481, H, NRT
SOUTH SHORE, 09/28/2022, 0300,   0.217, H, NRT
SOUTH SHORE, 09/28/2022, 0500,   0.006, H, NRT
SOUTH SHORE, 09/28/2022, 1000,   0.061, H, NRT
SOUTH SHORE, 09/28/2022, 1100,   0.007, H, NRT
STA-1E, 09/28/2022, 0000,   0.008, H, NRT
STA-1E, 09/28/2022, 0100,   0.110, H, NRT
STA-1E, 09/28/2022, 0200,   0.011, H, NRT
STA-1E, 09/28/2022, 0300,   0.347, H, NRT
STA-1E, 09/28/2022, 0400,   0.644, H, NRT
STA-1E, 09/28/2022, 0500,   0.225, H, NRT
STA-1E, 09/28/2022, 0700,   0.069, H, NRT
STA-1E, 09/28/2022, 0800,   0.002, H, NRT
STA-1E, 09/28/2022, 0900,   0.114, H, NRT
STA-1E, 09/28/2022, 1200,   0.022, H, NRT
STA-1E, 09/28/2022, 1300,   0.001, H, NRT
STA-1W, 09/28/2022, 0000,   0.006, H, NRT
STA-1W, 09/28/2022, 0100,   0.360, H, NRT
STA-1W, 09/28/2022, 0200,   0.033, H, NRT
STA-1W, 09/28/2022, 0300,   0.276, H, NRT
STA-1W, 09/28/2022, 0400,   0.079, H, NRT
STA-1W, 09/28/2022, 0500,   0.137, H, NRT
STA-1W, 09/28/2022, 0700,   0.000, H, NRT
STA-1W, 09/28/2022, 0900,   0.000, H, NRT
STA-1W, 09/28/2022, 1100,   0.025, H, NRT
STA-1W, 09/28/2022, 1200,   0.017, H, NRT
STA-1W, 09/28/2022, 1500,   0.011, H, NRT
STA-2, 09/28/2022, 0000,   0.092, H, NRT
STA-2, 09/28/2022, 0100,   0.293, H, NRT
STA-2, 09/28/2022, 0200,   1.194, H, NRT
STA-2, 09/28/2022, 0300,   0.008, H, NRT
STA-2, 09/28/2022, 0400,   0.000, H, NRT
STA-2, 09/28/2022, 0500,   0.003, H, NRT
STA-2, 09/28/2022, 0600,   0.006, H, NRT
STA-2, 09/28/2022, 1000,   0.010, H, NRT
STA-2, 09/28/2022, 1100,   0.100, H, NRT
STA-2, 09/28/2022, 1200,   0.059, H, NRT
STA-2, 09/28/2022, 1300,   0.000, H, NRT
STA-2, 09/28/2022, 1400,   0.039, H, NRT
STA-2, 09/28/2022, 1500,   0.006, H, NRT
STA-3/4, 09/28/2022, 0000,   0.270, H, NRT
STA-3/4, 09/28/2022, 0100,   0.571, H, NRT
STA-3/4, 09/28/2022, 0200,   0.432, H, NRT
STA-3/4, 09/28/2022, 0500,   0.015, H, NRT
STA-3/4, 09/28/2022, 0600,   0.005, H, NRT
STA-3/4, 09/28/2022, 0700,   0.000, H, NRT
STA-3/4, 09/28/2022, 0900,   0.000, H, NRT
STA-3/4, 09/28/2022, 1000,   0.095, H, NRT
STA-3/4, 09/28/2022, 1100,   0.011, H, NRT
STA-3/4, 09/28/2022, 1200,   0.029, H, NRT
STA-3/4, 09/28/2022, 1300,   0.002, H, NRT
STA-3/4, 09/28/2022, 1400,   0.032, H, NRT
STA-3/4, 09/28/2022, 1700,   0.000, H, NRT
STA-3/4, 09/28/2022, 1800,   0.000, H, NRT
STA-5/6, 09/28/2022, 0000,   0.064, H, NRT
STA-5/6, 09/28/2022, 0100,   0.051, H, NRT
STA-5/6, 09/28/2022, 0200,   0.000, H, NRT
STA-5/6, 09/28/2022, 0700,   0.000, H, NRT
STA-5/6, 09/28/2022, 0800,   0.000, H, NRT
STA-5/6, 09/28/2022, 0900,   0.039, H, NRT
STA-5/6, 09/28/2022, 1000,   0.000, H, NRT
STA-5/6, 09/28/2022, 1100,   0.000, H, NRT
STA-5/6, 09/28/2022, 1200,   0.009, H, NRT
STA-5/6, 09/28/2022, 1300,   0.013, H, NRT
STA-5/6, 09/28/2022, 1800,   0.000, H, NRT
TAYLOR CREEK STA, 09/28/2022, 0000,   0.060, H, NRT
TAYLOR CREEK STA, 09/28/2022, 0100,   0.102, H, NRT
TAYLOR CREEK STA, 09/28/2022, 0200,   0.282, H, NRT
TAYLOR CREEK STA, 09/28/2022, 0300,   0.100, H, NRT
TAYLOR CREEK STA, 09/28/2022, 0400,   0.293, H, NRT
TAYLOR CREEK STA, 09/28/2022, 0500,   0.196, H, NRT
TAYLOR CREEK STA, 09/28/2022, 0600,   0.002, H, NRT
TAYLOR CREEK STA, 09/28/2022, 1100,   0.046, H, NRT
TAYLOR CREEK STA, 09/28/2022, 1200,   0.018, H, NRT
TAYLOR CREEK STA, 09/28/2022, 1300,   0.002, H, NRT
TAYLOR CREEK STA, 09/28/2022, 2100,   0.010, H, NRT
TAYLOR SLOUGH, 09/28/2022, 0000,   0.013, H, NRT
TAYLOR SLOUGH, 09/28/2022, 0100,   0.005, H, NRT
TAYLOR SLOUGH, 09/28/2022, 0400,   0.017, H, NRT
TAYLOR SLOUGH, 09/28/2022, 0500,   0.029, H, NRT
TAYLOR SLOUGH, 09/28/2022, 0600,   0.000, H, NRT
TAYLOR SLOUGH, 09/28/2022, 0700,   0.000, H, NRT
TAYLOR SLOUGH, 09/28/2022, 0800,   0.000, H, NRT
TAYLOR SLOUGH, 09/28/2022, 0900,   0.012, H, NRT
TAYLOR SLOUGH, 09/28/2022, 1000,   0.001, H, NRT
TAYLOR SLOUGH, 09/28/2022, 1100,   0.039, H, NRT
TAYLOR SLOUGH, 09/28/2022, 1200,   0.006, H, NRT
TAYLOR SLOUGH, 09/28/2022, 1300,   0.007, H, NRT
TAYLOR SLOUGH, 09/28/2022, 1400,   0.049, H, NRT
TAYLOR SLOUGH, 09/28/2022, 1500,   0.045, H, NRT
TAYLOR SLOUGH, 09/28/2022, 1800,   0.003, H, NRT
TAYLOR SLOUGH, 09/28/2022, 1900,   0.008, H, NRT
TAYLOR SLOUGH, 09/28/2022, 2000,   0.000, H, NRT
TAYLOR SLOUGH, 09/28/2022, 2100,   0.000, H, NRT
TAYLOR SLOUGH, 09/28/2022, 2200,   0.005, H, NRT
TAYLOR SLOUGH, 09/28/2022, 2300,   0.001, H, NRT
TAYLOR SLOUGH, 10/01/2022, 1600,   0.000, H, NRT
TAYLOR SLOUGH, 10/01/2022, 1700,   0.010, H, NRT
TAYLOR SLOUGH, 10/01/2022, 1800,   0.015, H, NRT
TAYLOR SLOUGH, 10/01/2022, 1900,   0.021, H, NRT
TAYLOR SLOUGH, 10/01/2022, 2000,   0.014, H, NRT
TAYLOR SLOUGH, 10/01/2022, 2100,   0.000, H, NRT
TAYLOR SLOUGH, 10/02/2022, 0300,   0.001, H, NRT
TAYLOR SLOUGH, 10/02/2022, 0400,   0.003, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 0000,   0.006, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 0100,   0.004, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 0200,   0.000, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 0400,   0.014, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 0500,   0.009, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 0700,   0.001, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 0800,   0.003, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 0900,   0.036, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 1000,   0.013, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 1100,   0.091, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 1200,   0.006, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 1300,   0.007, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 1400,   0.033, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 1500,   0.047, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 1800,   0.003, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 1900,   0.008, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 2000,   0.005, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 2200,   0.011, H, NRT
TAYLOR SLOUGH COASTAL, 09/28/2022, 2300,   0.006, H, NRT
TAYLOR SLOUGH COASTAL, 10/01/2022, 1600,   0.002, H, NRT
TAYLOR SLOUGH COASTAL, 10/01/2022, 1700,   0.003, H, NRT
TAYLOR SLOUGH COASTAL, 10/01/2022, 1800,   0.016, H, NRT
TAYLOR SLOUGH COASTAL, 10/01/2022, 1900,   0.000, H, NRT
TAYLOR SLOUGH COASTAL, 10/01/2022, 2000,   0.005, H, NRT
TAYLOR SLOUGH COASTAL, 10/01/2022, 2100,   0.004, H, NRT
TAYLOR SLOUGH COASTAL, 10/01/2022, 2200,   0.000, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0000,   0.015, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0100,   0.107, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0200,   0.162, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0300,   0.118, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0400,   0.084, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0500,   0.107, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0600,   0.129, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0700,   0.167, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0800,   0.155, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 0900,   0.179, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1000,   0.116, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1100,   0.052, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1200,   0.102, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1300,   0.056, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1400,   0.143, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1500,   0.180, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1600,   0.080, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1700,   0.031, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1800,   0.006, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 1900,   0.001, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 2000,   0.017, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 2100,   0.004, H, NRT
TELEGRAPH SWAMP, 09/28/2022, 2200,   0.000, H, NRT
TEN MILE CREEK, 09/28/2022, 0000,   0.090, H, NRT
TEN MILE CREEK, 09/28/2022, 0100,   0.081, H, NRT
TEN MILE CREEK, 09/28/2022, 0200,   0.230, H, NRT
TEN MILE CREEK, 09/28/2022, 0300,   0.636, H, NRT
TEN MILE CREEK, 09/28/2022, 0400,   0.333, H, NRT
TEN MILE CREEK, 09/28/2022, 0500,   0.049, H, NRT
TEN MILE CREEK, 09/28/2022, 0600,   0.572, H, NRT
TEN MILE CREEK, 09/28/2022, 0700,   0.337, H, NRT
TEN MILE CREEK, 09/28/2022, 0800,   0.013, H, NRT
TEN MILE CREEK, 09/28/2022, 0900,   0.000, H, NRT
TEN MILE CREEK, 09/28/2022, 1000,   0.023, H, NRT
TEN MILE CREEK, 09/28/2022, 1200,   0.022, H, NRT
TEN MILE CREEK, 09/28/2022, 1300,   0.149, H, NRT
TEN MILE CREEK, 09/28/2022, 1400,   0.010, H, NRT
TIDAL NORTH, 09/28/2022, 0000,   0.061, H, NRT
TIDAL NORTH, 09/28/2022, 0100,   0.162, H, NRT
TIDAL NORTH, 09/28/2022, 0200,   0.202, H, NRT
TIDAL NORTH, 09/28/2022, 0300,   0.187, H, NRT
TIDAL NORTH, 09/28/2022, 0400,   0.236, H, NRT
TIDAL NORTH, 09/28/2022, 0500,   0.218, H, NRT
TIDAL NORTH, 09/28/2022, 0600,   0.149, H, NRT
TIDAL NORTH, 09/28/2022, 0700,   0.215, H, NRT
TIDAL NORTH, 09/28/2022, 0800,   0.187, H, NRT
TIDAL NORTH, 09/28/2022, 0900,   0.206, H, NRT
TIDAL NORTH, 09/28/2022, 1000,   0.064, H, NRT
TIDAL NORTH, 09/28/2022, 1100,   0.116, H, NRT
TIDAL NORTH, 09/28/2022, 1200,   0.164, H, NRT
TIDAL NORTH, 09/28/2022, 1300,   0.296, H, NRT
TIDAL NORTH, 09/28/2022, 1400,   0.444, H, NRT
TIDAL NORTH, 09/28/2022, 1500,   0.082, H, NRT
TIDAL NORTH, 09/28/2022, 1600,   0.039, H, NRT
TIDAL NORTH, 09/28/2022, 1700,   0.038, H, NRT
TIDAL NORTH, 09/28/2022, 1800,   0.038, H, NRT
TIDAL NORTH, 09/28/2022, 1900,   0.071, H, NRT
TIDAL NORTH, 09/28/2022, 2000,   0.086, H, NRT
TIDAL NORTH, 09/28/2022, 2100,   0.018, H, NRT
TIDAL NORTH, 09/28/2022, 2200,   0.001, H, NRT
TIDAL NORTH, 09/28/2022, 2300,   0.000, H, NRT
TIDAL SOUTH, 09/28/2022, 0000,   0.103, H, NRT
TIDAL SOUTH, 09/28/2022, 0100,   0.136, H, NRT
TIDAL SOUTH, 09/28/2022, 0200,   0.188, H, NRT
TIDAL SOUTH, 09/28/2022, 0300,   0.188, H, NRT
TIDAL SOUTH, 09/28/2022, 0400,   0.202, H, NRT
TIDAL SOUTH, 09/28/2022, 0500,   0.169, H, NRT
TIDAL SOUTH, 09/28/2022, 0600,   0.118, H, NRT
TIDAL SOUTH, 09/28/2022, 0700,   0.162, H, NRT
TIDAL SOUTH, 09/28/2022, 0800,   0.216, H, NRT
TIDAL SOUTH, 09/28/2022, 0900,   0.157, H, NRT
TIDAL SOUTH, 09/28/2022, 1000,   0.041, H, NRT
TIDAL SOUTH, 09/28/2022, 1100,   0.114, H, NRT
TIDAL SOUTH, 09/28/2022, 1200,   0.143, H, NRT
TIDAL SOUTH, 09/28/2022, 1300,   0.216, H, NRT
TIDAL SOUTH, 09/28/2022, 1400,   0.242, H, NRT
TIDAL SOUTH, 09/28/2022, 1500,   0.079, H, NRT
TIDAL SOUTH, 09/28/2022, 1600,   0.115, H, NRT
TIDAL SOUTH, 09/28/2022, 1700,   0.041, H, NRT
TIDAL SOUTH, 09/28/2022, 1800,   0.007, H, NRT
TIDAL SOUTH, 09/28/2022, 1900,   0.071, H, NRT
TIDAL SOUTH, 09/28/2022, 2000,   0.011, H, NRT
TIDAL SOUTH, 09/28/2022, 2100,   0.009, H, NRT
TIDAL SOUTH, 09/28/2022, 2300,   0.000, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0000,   0.040, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0100,   0.027, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0200,   0.163, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0300,   0.553, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0400,   0.094, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0500,   0.081, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0600,   1.067, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0700,   0.257, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0800,   0.074, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 0900,   0.011, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 1000,   0.032, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 1100,   0.006, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 1300,   0.021, H, NRT
TIDAL ST. LUCIE NORTH FORK, 09/28/2022, 1400,   0.009, H, NRT
TIGER LAKE, 09/28/2022, 0000,   0.050, H, NRT
TIGER LAKE, 09/28/2022, 0100,   0.041, H, NRT
TIGER LAKE, 09/28/2022, 0200,   0.066, H, NRT
TIGER LAKE, 09/28/2022, 0300,   0.188, H, NRT
TIGER LAKE, 09/28/2022, 0400,   0.208, H, NRT
TIGER LAKE, 09/28/2022, 0500,   0.199, H, NRT
TIGER LAKE, 09/28/2022, 0600,   0.169, H, NRT
TIGER LAKE, 09/28/2022, 0700,   0.040, H, NRT
TIGER LAKE, 09/28/2022, 0800,   0.073, H, NRT
TIGER LAKE, 09/28/2022, 0900,   0.140, H, NRT
TIGER LAKE, 09/28/2022, 1000,   0.001, H, NRT
TIGER LAKE, 09/28/2022, 1100,   0.098, H, NRT
TIGER LAKE, 09/28/2022, 1200,   0.192, H, NRT
TIGER LAKE, 09/28/2022, 1300,   0.568, H, NRT
TIGER LAKE, 09/28/2022, 1400,   0.009, H, NRT
TIGER LAKE, 09/28/2022, 1600,   0.003, H, NRT
TIGER LAKE, 09/28/2022, 1700,   0.125, H, NRT
TIGER LAKE, 09/28/2022, 1800,   0.549, H, NRT
TIGER LAKE, 09/28/2022, 1900,   0.236, H, NRT
TIGER LAKE, 09/28/2022, 2000,   0.393, H, NRT
TIGER LAKE, 09/28/2022, 2100,   1.125, H, NRT
TIGER LAKE, 09/28/2022, 2200,   1.300, H, NRT
TIGER LAKE, 09/28/2022, 2300,   0.853, H, NRT
TIGER LAKE, 09/29/2022, 0000,   0.039, H, NRT
TIGER LAKE, 09/29/2022, 0100,   0.053, H, NRT
TIGER LAKE, 09/29/2022, 0500,   0.038, H, NRT
TIGER LAKE, 09/29/2022, 0700,   0.130, H, NRT
TIGER LAKE, 09/29/2022, 0800,   0.252, H, NRT
TRAFFORD, 09/28/2022, 0000,   0.141, H, NRT
TRAFFORD, 09/28/2022, 0100,   0.070, H, NRT
TRAFFORD, 09/28/2022, 0200,   0.074, H, NRT
TRAFFORD, 09/28/2022, 0300,   0.119, H, NRT
TRAFFORD, 09/28/2022, 0400,   0.125, H, NRT
TRAFFORD, 09/28/2022, 0500,   0.101, H, NRT
TRAFFORD, 09/28/2022, 0600,   0.059, H, NRT
TRAFFORD, 09/28/2022, 0700,   0.087, H, NRT
TRAFFORD, 09/28/2022, 0800,   0.337, H, NRT
TRAFFORD, 09/28/2022, 0900,   0.138, H, NRT
TRAFFORD, 09/28/2022, 1000,   0.039, H, NRT
TRAFFORD, 09/28/2022, 1100,   0.040, H, NRT
TRAFFORD, 09/28/2022, 1200,   0.046, H, NRT
TRAFFORD, 09/28/2022, 1300,   0.027, H, NRT
TRAFFORD, 09/28/2022, 1400,   0.074, H, NRT
TRAFFORD, 09/28/2022, 1500,   0.034, H, NRT
TRAFFORD, 09/28/2022, 1600,   0.051, H, NRT
TRAFFORD, 09/28/2022, 1700,   0.020, H, NRT
TRAFFORD, 09/28/2022, 1800,   0.045, H, NRT
TRAFFORD, 09/28/2022, 1900,   0.016, H, NRT
TRAFFORD, 09/28/2022, 2000,   0.019, H, NRT
TRAFFORD, 09/28/2022, 2100,   0.011, H, NRT
